Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:6373,828 val:49,628 
freq:6546,094 val:5,097 
freq:6718,359 val:8,079 
freq:6890,625 val:9,345 


	Frame 2161:
Maxvol: 20701	Time: 108,003
freq:0,000 val:100,000 
freq:172,266 val:97,025 
freq:344,531 val:59,837 
freq:516,797 val:36,247 
freq:689,062 val:18,708 
freq:861,328 val:3,042 
freq:1033,594 val:12,159 
freq:1205,859 val:22,045 
freq:1378,125 val:8,509 
freq:1550,391 val:6,923 
freq:1722,656 val:13,007 
freq:1894,922 val:3,618 
freq:2067,188 val:19,217 
freq:2239,453 val:13,692 
freq:2411,719 val:17,603 
freq:2583,984 val:37,272 
freq:2756,250 val:29,502 
freq:2928,516 val:17,189 
freq:3100,781 val:8,301 
freq:3273,047 val:6,353 
freq:3445,312 val:10,337 
freq:3617,578 val:17,991 
freq:3789,844 val:13,857 
freq:3962,109 val:18,641 
freq:4134,375 val:9,559 
freq:4306,641 val:14,305 
freq:4478,906 val:5,750 
freq:4651,172 val:11,599 
freq:4823,438 val:9,828 
freq:4995,703 val:6,681 
freq:5167,969 val:28,830 
freq:5340,234 val:35,201 
freq:5512,500 val:13,182 
freq:5684,766 val:18,646 
freq:5857,031 val:21,508 
freq:6029,297 val:10,409 
freq:6201,562 val:5,184 
freq:6373,828 val:7,045 
freq:6546,094 val:14,596 
freq:6718,359 val:14,539 
freq:6890,625 val:2,589 


	Frame 2162:
Maxvol: 26923	Time: 108,053
freq:0,000 val:50,958 
freq:172,266 val:81,473 
freq:344,531 val:100,000 
freq:516,797 val:55,914 
freq:689,062 val:10,327 
freq:861,328 val:24,732 
freq:1033,594 val:14,610 
freq:1205,859 val:44,467 
freq:1378,125 val:1,487 
freq:1550,391 val:20,312 
freq:1722,656 val:1,033 
freq:1894,922 val:28,016 
freq:2067,188 val:41,649 
freq:2239,453 val:42,168 
freq:2411,719 val:5,302 
freq:2583,984 val:19,795 
freq:2756,250 val:4,214 
freq:2928,516 val:0,627 
freq:3100,781 val:0,616 
freq:3273,047 val:7,720 
freq:3445,312 val:6,706 
freq:3617,578 val:0,922 
freq:3789,844 val:7,211 
freq:3962,109 val:5,956 
freq:4134,375 val:0,757 
freq:4306,641 val:4,110 
freq:4478,906 val:8,797 
freq:4651,172 val:4,304 
freq:4823,438 val:1,910 
freq:4995,703 val:1,296 
freq:5167,969 val:4,992 
freq:5340,234 val:10,236 
freq:5512,500 val:7,485 
freq:5684,766 val:5,808 
freq:5857,031 val:2,656 
freq:6029,297 val:7,046 
freq:6201,562 val:0,891 
freq:6373,828 val:4,158 
freq:6546,094 val:3,063 
freq:6718,359 val:7,303 
freq:6890,625 val:8,976 


	Frame 2163:
Maxvol: 23957	Time: 108,103
freq:0,000 val:34,627 
freq:172,266 val:50,553 
freq:344,531 val:61,964 
freq:516,797 val:71,031 
freq:689,062 val:30,727 
freq:861,328 val:8,073 
freq:1033,594 val:100,000 
freq:1205,859 val:84,363 
freq:1378,125 val:17,652 
freq:1550,391 val:8,036 
freq:1722,656 val:23,949 
freq:1894,922 val:4,971 
freq:2067,188 val:3,604 
freq:2239,453 val:47,182 
freq:2411,719 val:79,658 
freq:2583,984 val:93,451 
freq:2756,250 val:18,462 
freq:2928,516 val:56,566 
freq:3100,781 val:27,633 
freq:3273,047 val:8,019 
freq:3445,312 val:2,023 
freq:3617,578 val:3,374 
freq:3789,844 val:15,544 
freq:3962,109 val:3,653 
freq:4134,375 val:10,044 
freq:4306,641 val:16,458 
freq:4478,906 val:18,539 
freq:4651,172 val:0,764 
freq:4823,438 val:24,196 
freq:4995,703 val:7,871 
freq:5167,969 val:10,244 
freq:5340,234 val:13,041 
freq:5512,500 val:35,889 
freq:5684,766 val:58,886 
freq:5857,031 val:35,458 
freq:6029,297 val:35,982 
freq:6201,562 val:39,068 
freq:6373,828 val:19,433 
freq:6546,094 val:12,946 
freq:6718,359 val:11,359 
freq:6890,625 val:17,200 


	Frame 2164:
Maxvol: 22300	Time: 108,153
freq:0,000 val:30,200 
freq:172,266 val:7,141 
freq:344,531 val:40,690 
freq:516,797 val:100,000 
freq:689,062 val:59,553 
freq:861,328 val:6,874 
freq:1033,594 val:5,142 
freq:1205,859 val:7,312 
freq:1378,125 val:12,558 
freq:1550,391 val:26,208 
freq:1722,656 val:10,672 
freq:1894,922 val:2,912 
freq:2067,188 val:15,135 
freq:2239,453 val:0,941 
freq:2411,719 val:11,188 
freq:2583,984 val:33,599 
freq:2756,250 val:26,040 
freq:2928,516 val:4,221 
freq:3100,781 val:0,884 
freq:3273,047 val:1,101 
freq:3445,312 val:4,825 
freq:3617,578 val:11,509 
freq:3789,844 val:24,051 
freq:3962,109 val:26,761 
freq:4134,375 val:9,277 
freq:4306,641 val:33,315 
freq:4478,906 val:21,223 
freq:4651,172 val:28,355 
freq:4823,438 val:30,596 
freq:4995,703 val:19,609 
freq:5167,969 val:19,427 
freq:5340,234 val:9,493 
freq:5512,500 val:16,145 
freq:5684,766 val:5,367 
freq:5857,031 val:6,580 
freq:6029,297 val:28,417 
freq:6201,562 val:31,909 
freq:6373,828 val:33,952 
freq:6546,094 val:11,258 
freq:6718,359 val:9,152 
freq:6890,625 val:8,352 


	Frame 2165:
Maxvol: 26412	Time: 108,203
freq:0,000 val:100,000 
freq:172,266 val:64,391 
freq:344,531 val:28,734 
freq:516,797 val:22,931 
freq:689,062 val:26,635 
freq:861,328 val:2,858 
freq:1033,594 val:58,435 
freq:1205,859 val:57,556 
freq:1378,125 val:21,147 
freq:1550,391 val:39,168 
freq:1722,656 val:29,423 
freq:1894,922 val:10,917 
freq:2067,188 val:9,813 
freq:2239,453 val:10,739 
freq:2411,719 val:9,080 
freq:2583,984 val:10,117 
freq:2756,250 val:7,510 
freq:2928,516 val:3,856 
freq:3100,781 val:2,250 
freq:3273,047 val:4,018 
freq:3445,312 val:4,275 
freq:3617,578 val:2,377 
freq:3789,844 val:0,779 
freq:3962,109 val:2,558 
freq:4134,375 val:1,882 
freq:4306,641 val:12,049 
freq:4478,906 val:13,841 
freq:4651,172 val:8,791 
freq:4823,438 val:14,231 
freq:4995,703 val:8,638 
freq:5167,969 val:2,296 
freq:5340,234 val:6,651 
freq:5512,500 val:7,608 
freq:5684,766 val:10,839 
freq:5857,031 val:9,976 
freq:6029,297 val:2,026 
freq:6201,562 val:7,721 
freq:6373,828 val:4,969 
freq:6546,094 val:6,205 
freq:6718,359 val:3,445 
freq:6890,625 val:2,532 


	Frame 2166:
Maxvol: 20155	Time: 108,253
freq:0,000 val:21,536 
freq:172,266 val:15,349 
freq:344,531 val:20,425 
freq:516,797 val:37,215 
freq:689,062 val:11,117 
freq:861,328 val:41,003 
freq:1033,594 val:42,905 
freq:1205,859 val:66,285 
freq:1378,125 val:100,000 
freq:1550,391 val:25,157 
freq:1722,656 val:7,305 
freq:1894,922 val:54,916 
freq:2067,188 val:57,522 
freq:2239,453 val:31,958 
freq:2411,719 val:8,910 
freq:2583,984 val:10,193 
freq:2756,250 val:3,429 
freq:2928,516 val:16,036 
freq:3100,781 val:12,846 
freq:3273,047 val:17,927 
freq:3445,312 val:24,571 
freq:3617,578 val:40,652 
freq:3789,844 val:11,658 
freq:3962,109 val:8,280 
freq:4134,375 val:5,287 
freq:4306,641 val:11,290 
freq:4478,906 val:22,080 
freq:4651,172 val:16,835 
freq:4823,438 val:8,787 
freq:4995,703 val:3,403 
freq:5167,969 val:4,727 
freq:5340,234 val:6,349 
freq:5512,500 val:15,018 
freq:5684,766 val:2,725 
freq:5857,031 val:20,427 
freq:6029,297 val:12,807 
freq:6201,562 val:12,758 
freq:6373,828 val:19,734 
freq:6546,094 val:1,559 
freq:6718,359 val:3,346 
freq:6890,625 val:7,264 


	Frame 2167:
Maxvol: 17457	Time: 108,303
freq:0,000 val:100,000 
freq:172,266 val:77,957 
freq:344,531 val:2,308 
freq:516,797 val:56,166 
freq:689,062 val:24,831 
freq:861,328 val:1,285 
freq:1033,594 val:2,478 
freq:1205,859 val:7,589 
freq:1378,125 val:7,839 
freq:1550,391 val:4,423 
freq:1722,656 val:0,804 
freq:1894,922 val:8,483 
freq:2067,188 val:21,693 
freq:2239,453 val:16,513 
freq:2411,719 val:9,472 
freq:2583,984 val:5,226 
freq:2756,250 val:1,029 
freq:2928,516 val:9,485 
freq:3100,781 val:20,820 
freq:3273,047 val:14,216 
freq:3445,312 val:8,957 
freq:3617,578 val:5,446 
freq:3789,844 val:5,259 
freq:3962,109 val:0,981 
freq:4134,375 val:2,629 
freq:4306,641 val:3,029 
freq:4478,906 val:6,457 
freq:4651,172 val:5,232 
freq:4823,438 val:10,476 
freq:4995,703 val:4,602 
freq:5167,969 val:9,634 
freq:5340,234 val:7,843 
freq:5512,500 val:5,472 
freq:5684,766 val:9,757 
freq:5857,031 val:4,996 
freq:6029,297 val:3,498 
freq:6201,562 val:0,093 
freq:6373,828 val:4,815 
freq:6546,094 val:1,557 
freq:6718,359 val:5,243 
freq:6890,625 val:5,180 


	Frame 2168:
Maxvol: 5790	Time: 108,353
freq:0,000 val:100,000 
freq:172,266 val:69,329 
freq:344,531 val:19,640 
freq:516,797 val:14,161 
freq:689,062 val:12,502 
freq:861,328 val:4,995 
freq:1033,594 val:1,338 
freq:1205,859 val:11,000 
freq:1378,125 val:12,724 
freq:1550,391 val:2,299 
freq:1722,656 val:0,822 
freq:1894,922 val:0,142 
freq:2067,188 val:2,022 
freq:2239,453 val:0,477 
freq:2411,719 val:3,139 
freq:2583,984 val:1,372 
freq:2756,250 val:1,863 
freq:2928,516 val:0,638 
freq:3100,781 val:10,407 
freq:3273,047 val:7,529 
freq:3445,312 val:1,273 
freq:3617,578 val:0,193 
freq:3789,844 val:0,500 
freq:3962,109 val:2,300 
freq:4134,375 val:3,848 
freq:4306,641 val:2,385 
freq:4478,906 val:4,332 
freq:4651,172 val:4,928 
freq:4823,438 val:1,744 
freq:4995,703 val:7,395 
freq:5167,969 val:6,894 
freq:5340,234 val:3,164 
freq:5512,500 val:9,941 
freq:5684,766 val:5,595 
freq:5857,031 val:5,330 
freq:6029,297 val:3,137 
freq:6201,562 val:5,272 
freq:6373,828 val:1,024 
freq:6546,094 val:1,520 
freq:6718,359 val:1,898 
freq:6890,625 val:0,388 


	Frame 2169:
Maxvol: 23647	Time: 108,403
freq:0,000 val:100,000 
freq:172,266 val:40,672 
freq:344,531 val:2,998 
freq:516,797 val:3,283 
freq:689,062 val:2,126 
freq:861,328 val:11,059 
freq:1033,594 val:0,365 
freq:1205,859 val:7,228 
freq:1378,125 val:10,290 
freq:1550,391 val:12,997 
freq:1722,656 val:9,676 
freq:1894,922 val:10,599 
freq:2067,188 val:13,036 
freq:2239,453 val:7,651 
freq:2411,719 val:7,042 
freq:2583,984 val:14,660 
freq:2756,250 val:8,058 
freq:2928,516 val:0,016 
freq:3100,781 val:3,980 
freq:3273,047 val:14,986 
freq:3445,312 val:7,953 
freq:3617,578 val:5,026 
freq:3789,844 val:2,437 
freq:3962,109 val:3,225 
freq:4134,375 val:8,254 
freq:4306,641 val:0,229 
freq:4478,906 val:2,149 
freq:4651,172 val:1,018 
freq:4823,438 val:16,147 
freq:4995,703 val:11,473 
freq:5167,969 val:3,518 
freq:5340,234 val:1,426 
freq:5512,500 val:9,804 
freq:5684,766 val:20,765 
freq:5857,031 val:14,582 
freq:6029,297 val:4,253 
freq:6201,562 val:4,678 
freq:6373,828 val:2,468 
freq:6546,094 val:3,525 
freq:6718,359 val:0,774 
freq:6890,625 val:0,795 


	Frame 2170:
Maxvol: 12294	Time: 108,453
freq:0,000 val:100,000 
freq:172,266 val:87,855 
freq:344,531 val:46,744 
freq:516,797 val:28,856 
freq:689,062 val:34,977 
freq:861,328 val:20,316 
freq:1033,594 val:13,002 
freq:1205,859 val:12,350 
freq:1378,125 val:3,914 
freq:1550,391 val:13,483 
freq:1722,656 val:16,538 
freq:1894,922 val:12,323 
freq:2067,188 val:7,234 
freq:2239,453 val:0,939 
freq:2411,719 val:7,850 
freq:2583,984 val:3,090 
freq:2756,250 val:4,529 
freq:2928,516 val:14,767 
freq:3100,781 val:17,306 
freq:3273,047 val:17,124 
freq:3445,312 val:7,173 
freq:3617,578 val:3,424 
freq:3789,844 val:7,456 
freq:3962,109 val:3,269 
freq:4134,375 val:18,053 
freq:4306,641 val:16,312 
freq:4478,906 val:1,469 
freq:4651,172 val:1,696 
freq:4823,438 val:1,035 
freq:4995,703 val:13,680 
freq:5167,969 val:13,138 
freq:5340,234 val:8,285 
freq:5512,500 val:9,634 
freq:5684,766 val:1,333 
freq:5857,031 val:1,297 
freq:6029,297 val:0,345 
freq:6201,562 val:5,101 
freq:6373,828 val:7,565 
freq:6546,094 val:0,632 
freq:6718,359 val:5,794 
freq:6890,625 val:3,106 


	Frame 2171:
Maxvol: 17224	Time: 108,503
freq:0,000 val:100,000 
freq:172,266 val:19,456 
freq:344,531 val:44,872 
freq:516,797 val:5,621 
freq:689,062 val:4,556 
freq:861,328 val:7,545 
freq:1033,594 val:8,905 
freq:1205,859 val:4,575 
freq:1378,125 val:8,126 
freq:1550,391 val:2,602 
freq:1722,656 val:9,099 
freq:1894,922 val:7,819 
freq:2067,188 val:6,729 
freq:2239,453 val:0,822 
freq:2411,719 val:0,369 
freq:2583,984 val:4,453 
freq:2756,250 val:16,606 
freq:2928,516 val:15,223 
freq:3100,781 val:3,021 
freq:3273,047 val:3,561 
freq:3445,312 val:0,392 
freq:3617,578 val:2,470 
freq:3789,844 val:9,924 
freq:3962,109 val:5,656 
freq:4134,375 val:3,707 
freq:4306,641 val:16,049 
freq:4478,906 val:13,894 
freq:4651,172 val:1,262 
freq:4823,438 val:3,960 
freq:4995,703 val:3,161 
freq:5167,969 val:2,140 
freq:5340,234 val:5,009 
freq:5512,500 val:14,006 
freq:5684,766 val:15,127 
freq:5857,031 val:4,679 
freq:6029,297 val:6,894 
freq:6201,562 val:16,679 
freq:6373,828 val:10,086 
freq:6546,094 val:0,496 
freq:6718,359 val:8,359 
freq:6890,625 val:14,681 


	Frame 2172:
Maxvol: 15600	Time: 108,553
freq:0,000 val:100,000 
freq:172,266 val:35,201 
freq:344,531 val:17,901 
freq:516,797 val:3,534 
freq:689,062 val:27,227 
freq:861,328 val:8,144 
freq:1033,594 val:20,079 
freq:1205,859 val:51,051 
freq:1378,125 val:31,908 
freq:1550,391 val:8,564 
freq:1722,656 val:27,228 
freq:1894,922 val:26,740 
freq:2067,188 val:63,365 
freq:2239,453 val:33,797 
freq:2411,719 val:5,747 
freq:2583,984 val:0,861 
freq:2756,250 val:3,226 
freq:2928,516 val:35,976 
freq:3100,781 val:7,567 
freq:3273,047 val:22,127 
freq:3445,312 val:22,528 
freq:3617,578 val:32,425 
freq:3789,844 val:30,712 
freq:3962,109 val:33,539 
freq:4134,375 val:11,444 
freq:4306,641 val:6,920 
freq:4478,906 val:1,406 
freq:4651,172 val:18,273 
freq:4823,438 val:14,930 
freq:4995,703 val:1,963 
freq:5167,969 val:3,207 
freq:5340,234 val:12,719 
freq:5512,500 val:2,093 
freq:5684,766 val:14,512 
freq:5857,031 val:2,047 
freq:6029,297 val:2,016 
freq:6201,562 val:26,164 
freq:6373,828 val:34,833 
freq:6546,094 val:19,098 
freq:6718,359 val:12,528 
freq:6890,625 val:9,268 


	Frame 2173:
Maxvol: 5357	Time: 108,603
freq:0,000 val:100,000 
freq:172,266 val:69,922 
freq:344,531 val:14,592 
freq:516,797 val:0,770 
freq:689,062 val:4,432 
freq:861,328 val:24,314 
freq:1033,594 val:19,956 
freq:1205,859 val:4,501 
freq:1378,125 val:1,058 
freq:1550,391 val:5,584 
freq:1722,656 val:10,634 
freq:1894,922 val:1,616 
freq:2067,188 val:7,053 
freq:2239,453 val:4,347 
freq:2411,719 val:4,526 
freq:2583,984 val:9,707 
freq:2756,250 val:11,252 
freq:2928,516 val:1,675 
freq:3100,781 val:10,427 
freq:3273,047 val:3,321 
freq:3445,312 val:7,875 
freq:3617,578 val:9,881 
freq:3789,844 val:2,129 
freq:3962,109 val:13,850 
freq:4134,375 val:7,195 
freq:4306,641 val:3,327 
freq:4478,906 val:6,751 
freq:4651,172 val:1,930 
freq:4823,438 val:0,923 
freq:4995,703 val:0,754 
freq:5167,969 val:0,687 
freq:5340,234 val:1,074 
freq:5512,500 val:2,487 
freq:5684,766 val:6,388 
freq:5857,031 val:1,554 
freq:6029,297 val:0,529 
freq:6201,562 val:0,560 
freq:6373,828 val:0,833 
freq:6546,094 val:3,872 
freq:6718,359 val:2,642 
freq:6890,625 val:0,176 


	Frame 2174:
Maxvol: 13538	Time: 108,653
freq:0,000 val:82,716 
freq:172,266 val:100,000 
freq:344,531 val:64,058 
freq:516,797 val:5,261 
freq:689,062 val:18,799 
freq:861,328 val:22,227 
freq:1033,594 val:10,402 
freq:1205,859 val:7,494 
freq:1378,125 val:9,558 
freq:1550,391 val:17,910 
freq:1722,656 val:10,330 
freq:1894,922 val:0,021 
freq:2067,188 val:1,623 
freq:2239,453 val:14,111 
freq:2411,719 val:16,465 
freq:2583,984 val:28,907 
freq:2756,250 val:21,753 
freq:2928,516 val:3,945 
freq:3100,781 val:7,803 
freq:3273,047 val:3,220 
freq:3445,312 val:2,710 
freq:3617,578 val:2,018 
freq:3789,844 val:3,221 
freq:3962,109 val:13,070 
freq:4134,375 val:11,424 
freq:4306,641 val:2,545 
freq:4478,906 val:0,077 
freq:4651,172 val:10,341 
freq:4823,438 val:26,353 
freq:4995,703 val:15,696 
freq:5167,969 val:3,850 
freq:5340,234 val:5,401 
freq:5512,500 val:7,960 
freq:5684,766 val:8,924 
freq:5857,031 val:8,452 
freq:6029,297 val:1,957 
freq:6201,562 val:1,730 
freq:6373,828 val:0,498 
freq:6546,094 val:2,576 
freq:6718,359 val:11,833 
freq:6890,625 val:9,397 


	Frame 2175:
Maxvol: 22958	Time: 108,703
freq:0,000 val:67,903 
freq:172,266 val:100,000 
freq:344,531 val:69,078 
freq:516,797 val:37,310 
freq:689,062 val:33,178 
freq:861,328 val:17,868 
freq:1033,594 val:11,805 
freq:1205,859 val:4,029 
freq:1378,125 val:2,502 
freq:1550,391 val:12,262 
freq:1722,656 val:9,818 
freq:1894,922 val:5,838 
freq:2067,188 val:1,541 
freq:2239,453 val:14,969 
freq:2411,719 val:22,734 
freq:2583,984 val:9,136 
freq:2756,250 val:13,270 
freq:2928,516 val:28,315 
freq:3100,781 val:12,505 
freq:3273,047 val:14,553 
freq:3445,312 val:15,246 
freq:3617,578 val:4,197 
freq:3789,844 val:0,862 
freq:3962,109 val:5,325 
freq:4134,375 val:11,257 
freq:4306,641 val:7,834 
freq:4478,906 val:8,754 
freq:4651,172 val:5,926 
freq:4823,438 val:13,455 
freq:4995,703 val:10,500 
freq:5167,969 val:2,581 
freq:5340,234 val:5,178 
freq:5512,500 val:12,915 
freq:5684,766 val:18,185 
freq:5857,031 val:9,163 
freq:6029,297 val:15,452 
freq:6201,562 val:12,564 
freq:6373,828 val:2,352 
freq:6546,094 val:4,238 
freq:6718,359 val:8,902 
freq:6890,625 val:8,085 


	Frame 2176:
Maxvol: 21524	Time: 108,753
freq:0,000 val:100,000 
freq:172,266 val:0,636 
freq:344,531 val:7,009 
freq:516,797 val:34,776 
freq:689,062 val:10,347 
freq:861,328 val:19,939 
freq:1033,594 val:27,492 
freq:1205,859 val:25,228 
freq:1378,125 val:24,759 
freq:1550,391 val:29,024 
freq:1722,656 val:7,148 
freq:1894,922 val:10,103 
freq:2067,188 val:3,579 
freq:2239,453 val:5,285 
freq:2411,719 val:9,272 
freq:2583,984 val:13,779 
freq:2756,250 val:2,300 
freq:2928,516 val:8,775 
freq:3100,781 val:9,378 
freq:3273,047 val:10,312 
freq:3445,312 val:5,841 
freq:3617,578 val:3,563 
freq:3789,844 val:24,978 
freq:3962,109 val:9,354 
freq:4134,375 val:52,929 
freq:4306,641 val:43,196 
freq:4478,906 val:11,648 
freq:4651,172 val:10,566 
freq:4823,438 val:4,655 
freq:4995,703 val:4,349 
freq:5167,969 val:4,252 
freq:5340,234 val:5,727 
freq:5512,500 val:18,224 
freq:5684,766 val:13,215 
freq:5857,031 val:0,510 
freq:6029,297 val:6,905 
freq:6201,562 val:20,757 
freq:6373,828 val:16,325 
freq:6546,094 val:4,472 
freq:6718,359 val:8,827 
freq:6890,625 val:8,199 


	Frame 2177:
Maxvol: 16117	Time: 108,803
freq:0,000 val:100,000 
freq:172,266 val:60,976 
freq:344,531 val:8,854 
freq:516,797 val:15,348 
freq:689,062 val:14,531 
freq:861,328 val:14,014 
freq:1033,594 val:6,348 
freq:1205,859 val:2,110 
freq:1378,125 val:3,634 
freq:1550,391 val:1,411 
freq:1722,656 val:6,050 
freq:1894,922 val:13,246 
freq:2067,188 val:5,154 
freq:2239,453 val:2,631 
freq:2411,719 val:1,692 
freq:2583,984 val:7,922 
freq:2756,250 val:19,942 
freq:2928,516 val:3,102 
freq:3100,781 val:1,910 
freq:3273,047 val:2,484 
freq:3445,312 val:4,388 
freq:3617,578 val:6,225 
freq:3789,844 val:8,869 
freq:3962,109 val:9,914 
freq:4134,375 val:2,109 
freq:4306,641 val:7,555 
freq:4478,906 val:11,002 
freq:4651,172 val:1,292 
freq:4823,438 val:2,434 
freq:4995,703 val:5,728 
freq:5167,969 val:0,077 
freq:5340,234 val:4,219 
freq:5512,500 val:8,114 
freq:5684,766 val:9,312 
freq:5857,031 val:1,414 
freq:6029,297 val:0,457 
freq:6201,562 val:8,077 
freq:6373,828 val:2,319 
freq:6546,094 val:3,075 
freq:6718,359 val:4,534 
freq:6890,625 val:5,915 


	Frame 2178:
Maxvol: 11747	Time: 108,853
freq:0,000 val:68,981 
freq:172,266 val:100,000 
freq:344,531 val:73,229 
freq:516,797 val:15,469 
freq:689,062 val:0,658 
freq:861,328 val:2,536 
freq:1033,594 val:20,047 
freq:1205,859 val:23,664 
freq:1378,125 val:16,983 
freq:1550,391 val:12,309 
freq:1722,656 val:8,094 
freq:1894,922 val:34,337 
freq:2067,188 val:52,081 
freq:2239,453 val:28,964 
freq:2411,719 val:18,888 
freq:2583,984 val:14,382 
freq:2756,250 val:13,711 
freq:2928,516 val:10,767 
freq:3100,781 val:4,683 
freq:3273,047 val:17,036 
freq:3445,312 val:32,377 
freq:3617,578 val:24,170 
freq:3789,844 val:31,164 
freq:3962,109 val:16,133 
freq:4134,375 val:17,763 
freq:4306,641 val:0,625 
freq:4478,906 val:8,884 
freq:4651,172 val:6,282 
freq:4823,438 val:6,344 
freq:4995,703 val:2,883 
freq:5167,969 val:4,592 
freq:5340,234 val:6,396 
freq:5512,500 val:10,825 
freq:5684,766 val:0,514 
freq:5857,031 val:20,764 
freq:6029,297 val:17,765 
freq:6201,562 val:15,402 
freq:6373,828 val:32,574 
freq:6546,094 val:11,972 
freq:6718,359 val:7,835 
freq:6890,625 val:2,685 


	Frame 2179:
Maxvol: 7794	Time: 108,903
freq:0,000 val:100,000 
freq:172,266 val:72,395 
freq:344,531 val:26,739 
freq:516,797 val:12,743 
freq:689,062 val:9,110 
freq:861,328 val:4,434 
freq:1033,594 val:11,339 
freq:1205,859 val:1,025 
freq:1378,125 val:0,111 
freq:1550,391 val:8,321 
freq:1722,656 val:12,435 
freq:1894,922 val:12,387 
freq:2067,188 val:3,202 
freq:2239,453 val:6,179 
freq:2411,719 val:6,768 
freq:2583,984 val:7,454 
freq:2756,250 val:5,354 
freq:2928,516 val:0,695 
freq:3100,781 val:5,708 
freq:3273,047 val:12,228 
freq:3445,312 val:7,332 
freq:3617,578 val:2,838 
freq:3789,844 val:3,181 
freq:3962,109 val:11,621 
freq:4134,375 val:4,125 
freq:4306,641 val:2,004 
freq:4478,906 val:5,287 
freq:4651,172 val:3,395 
freq:4823,438 val:1,049 
freq:4995,703 val:2,170 
freq:5167,969 val:6,762 
freq:5340,234 val:12,579 
freq:5512,500 val:3,916 
freq:5684,766 val:2,629 
freq:5857,031 val:5,121 
freq:6029,297 val:0,382 
freq:6201,562 val:3,670 
freq:6373,828 val:1,181 
freq:6546,094 val:3,346 
freq:6718,359 val:5,370 
freq:6890,625 val:0,481 


	Frame 2180:
Maxvol: 8416	Time: 108,953
freq:0,000 val:76,914 
freq:172,266 val:99,293 
freq:344,531 val:100,000 
freq:516,797 val:33,504 
freq:689,062 val:0,435 
freq:861,328 val:14,843 
freq:1033,594 val:8,697 
freq:1205,859 val:26,348 
freq:1378,125 val:28,258 
freq:1550,391 val:12,617 
freq:1722,656 val:3,056 
freq:1894,922 val:6,570 
freq:2067,188 val:2,807 
freq:2239,453 val:7,098 
freq:2411,719 val:12,520 
freq:2583,984 val:4,819 
freq:2756,250 val:1,334 
freq:2928,516 val:6,902 
freq:3100,781 val:8,824 
freq:3273,047 val:10,029 
freq:3445,312 val:9,787 
freq:3617,578 val:1,421 
freq:3789,844 val:2,678 
freq:3962,109 val:3,460 
freq:4134,375 val:4,475 
freq:4306,641 val:2,628 
freq:4478,906 val:7,938 
freq:4651,172 val:21,528 
freq:4823,438 val:22,913 
freq:4995,703 val:10,515 
freq:5167,969 val:9,120 
freq:5340,234 val:10,126 
freq:5512,500 val:0,506 
freq:5684,766 val:0,788 
freq:5857,031 val:0,385 
freq:6029,297 val:1,920 
freq:6201,562 val:8,163 
freq:6373,828 val:2,255 
freq:6546,094 val:4,229 
freq:6718,359 val:2,478 
freq:6890,625 val:10,361 


	Frame 2181:
Maxvol: 20951	Time: 109,003
freq:0,000 val:30,887 
freq:172,266 val:56,882 
freq:344,531 val:90,510 
freq:516,797 val:100,000 
freq:689,062 val:71,700 
freq:861,328 val:52,446 
freq:1033,594 val:54,436 
freq:1205,859 val:32,577 
freq:1378,125 val:17,540 
freq:1550,391 val:8,026 
freq:1722,656 val:23,323 
freq:1894,922 val:1,354 
freq:2067,188 val:36,859 
freq:2239,453 val:33,044 
freq:2411,719 val:37,679 
freq:2583,984 val:24,217 
freq:2756,250 val:26,316 
freq:2928,516 val:85,016 
freq:3100,781 val:42,680 
freq:3273,047 val:47,577 
freq:3445,312 val:35,286 
freq:3617,578 val:1,688 
freq:3789,844 val:25,876 
freq:3962,109 val:46,458 
freq:4134,375 val:27,171 
freq:4306,641 val:13,711 
freq:4478,906 val:10,458 
freq:4651,172 val:20,062 
freq:4823,438 val:36,358 
freq:4995,703 val:20,115 
freq:5167,969 val:18,907 
freq:5340,234 val:8,309 
freq:5512,500 val:9,804 
freq:5684,766 val:41,261 
freq:5857,031 val:35,061 
freq:6029,297 val:17,036 
freq:6201,562 val:23,817 
freq:6373,828 val:6,786 
freq:6546,094 val:6,623 
freq:6718,359 val:16,837 
freq:6890,625 val:30,369 


	Frame 2182:
Maxvol: 14740	Time: 109,053
freq:0,000 val:58,347 
freq:172,266 val:36,977 
freq:344,531 val:10,555 
freq:516,797 val:6,859 
freq:689,062 val:30,105 
freq:861,328 val:11,782 
freq:1033,594 val:26,079 
freq:1205,859 val:55,484 
freq:1378,125 val:57,608 
freq:1550,391 val:26,302 
freq:1722,656 val:9,487 
freq:1894,922 val:9,142 
freq:2067,188 val:33,995 
freq:2239,453 val:62,787 
freq:2411,719 val:65,978 
freq:2583,984 val:20,823 
freq:2756,250 val:4,906 
freq:2928,516 val:68,723 
freq:3100,781 val:19,264 
freq:3273,047 val:15,643 
freq:3445,312 val:2,514 
freq:3617,578 val:20,333 
freq:3789,844 val:40,548 
freq:3962,109 val:19,603 
freq:4134,375 val:100,000 
