Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:6029,297 val:0,516 
freq:6201,562 val:0,321 
freq:6373,828 val:1,593 
freq:6546,094 val:2,214 
freq:6718,359 val:2,093 
freq:6890,625 val:4,457 


	Frame 22:
Maxvol: 3991	Time: 1,053
freq:0,000 val:1,099 
freq:172,266 val:2,279 
freq:344,531 val:42,168 
freq:516,797 val:100,000 
freq:689,062 val:60,729 
freq:861,328 val:54,429 
freq:1033,594 val:90,380 
freq:1205,859 val:16,365 
freq:1378,125 val:17,752 
freq:1550,391 val:5,711 
freq:1722,656 val:0,407 
freq:1894,922 val:15,129 
freq:2067,188 val:14,795 
freq:2239,453 val:11,591 
freq:2411,719 val:15,689 
freq:2583,984 val:23,304 
freq:2756,250 val:13,107 
freq:2928,516 val:0,787 
freq:3100,781 val:9,194 
freq:3273,047 val:9,599 
freq:3445,312 val:6,020 
freq:3617,578 val:10,031 
freq:3789,844 val:0,037 
freq:3962,109 val:10,967 
freq:4134,375 val:8,004 
freq:4306,641 val:5,289 
freq:4478,906 val:1,457 
freq:4651,172 val:11,600 
freq:4823,438 val:14,578 
freq:4995,703 val:6,834 
freq:5167,969 val:6,548 
freq:5340,234 val:1,899 
freq:5512,500 val:3,723 
freq:5684,766 val:3,225 
freq:5857,031 val:6,998 
freq:6029,297 val:0,301 
freq:6201,562 val:5,286 
freq:6373,828 val:2,565 
freq:6546,094 val:1,493 
freq:6718,359 val:2,724 
freq:6890,625 val:3,035 


	Frame 23:
Maxvol: 4998	Time: 1,103
freq:0,000 val:15,778 
freq:172,266 val:62,171 
freq:344,531 val:100,000 
freq:516,797 val:96,537 
freq:689,062 val:38,751 
freq:861,328 val:13,619 
freq:1033,594 val:38,017 
freq:1205,859 val:25,178 
freq:1378,125 val:13,321 
freq:1550,391 val:24,343 
freq:1722,656 val:20,261 
freq:1894,922 val:5,950 
freq:2067,188 val:5,455 
freq:2239,453 val:8,575 
freq:2411,719 val:3,494 
freq:2583,984 val:2,337 
freq:2756,250 val:4,230 
freq:2928,516 val:3,477 
freq:3100,781 val:7,125 
freq:3273,047 val:11,772 
freq:3445,312 val:1,937 
freq:3617,578 val:11,606 
freq:3789,844 val:3,117 
freq:3962,109 val:1,559 
freq:4134,375 val:0,481 
freq:4306,641 val:4,063 
freq:4478,906 val:10,544 
freq:4651,172 val:7,121 
freq:4823,438 val:0,488 
freq:4995,703 val:3,265 
freq:5167,969 val:4,413 
freq:5340,234 val:2,769 
freq:5512,500 val:2,504 
freq:5684,766 val:3,764 
freq:5857,031 val:0,899 
freq:6029,297 val:1,877 
freq:6201,562 val:0,217 
freq:6373,828 val:2,791 
freq:6546,094 val:1,075 
freq:6718,359 val:2,214 
freq:6890,625 val:7,241 


	Frame 24:
Maxvol: 5958	Time: 1,153
freq:0,000 val:3,609 
freq:172,266 val:20,816 
freq:344,531 val:100,000 
freq:516,797 val:83,093 
freq:689,062 val:17,029 
freq:861,328 val:11,155 
freq:1033,594 val:3,567 
freq:1205,859 val:0,178 
freq:1378,125 val:1,912 
freq:1550,391 val:7,901 
freq:1722,656 val:1,102 
freq:1894,922 val:6,679 
freq:2067,188 val:3,458 
freq:2239,453 val:8,460 
freq:2411,719 val:1,356 
freq:2583,984 val:11,143 
freq:2756,250 val:5,207 
freq:2928,516 val:1,415 
freq:3100,781 val:1,464 
freq:3273,047 val:6,507 
freq:3445,312 val:8,960 
freq:3617,578 val:2,268 
freq:3789,844 val:2,864 
freq:3962,109 val:0,231 
freq:4134,375 val:2,762 
freq:4306,641 val:1,270 
freq:4478,906 val:2,323 
freq:4651,172 val:0,127 
freq:4823,438 val:3,083 
freq:4995,703 val:0,628 
freq:5167,969 val:1,509 
freq:5340,234 val:2,650 
freq:5512,500 val:5,035 
freq:5684,766 val:2,490 
freq:5857,031 val:1,440 
freq:6029,297 val:1,210 
freq:6201,562 val:2,919 
freq:6373,828 val:6,414 
freq:6546,094 val:2,235 
freq:6718,359 val:0,345 
freq:6890,625 val:4,892 


	Frame 25:
Maxvol: 6636	Time: 1,203
freq:0,000 val:3,274 
freq:172,266 val:9,180 
freq:344,531 val:6,175 
freq:516,797 val:59,640 
freq:689,062 val:100,000 
freq:861,328 val:38,312 
freq:1033,594 val:10,842 
freq:1205,859 val:40,240 
freq:1378,125 val:55,271 
freq:1550,391 val:23,401 
freq:1722,656 val:5,575 
freq:1894,922 val:7,180 
freq:2067,188 val:11,375 
freq:2239,453 val:5,557 
freq:2411,719 val:2,548 
freq:2583,984 val:11,111 
freq:2756,250 val:13,248 
freq:2928,516 val:1,105 
freq:3100,781 val:2,161 
freq:3273,047 val:0,609 
freq:3445,312 val:1,371 
freq:3617,578 val:1,249 
freq:3789,844 val:14,183 
freq:3962,109 val:14,816 
freq:4134,375 val:3,813 
freq:4306,641 val:0,562 
freq:4478,906 val:3,997 
freq:4651,172 val:3,551 
freq:4823,438 val:0,731 
freq:4995,703 val:1,945 
freq:5167,969 val:4,921 
freq:5340,234 val:5,294 
freq:5512,500 val:1,611 
freq:5684,766 val:0,984 
freq:5857,031 val:1,907 
freq:6029,297 val:1,798 
freq:6201,562 val:1,573 
freq:6373,828 val:3,962 
freq:6546,094 val:12,866 
freq:6718,359 val:8,060 
freq:6890,625 val:0,593 


	Frame 26:
Maxvol: 6887	Time: 1,253
freq:0,000 val:2,751 
freq:172,266 val:3,935 
freq:344,531 val:5,404 
freq:516,797 val:77,455 
freq:689,062 val:100,000 
freq:861,328 val:23,713 
freq:1033,594 val:1,413 
freq:1205,859 val:51,274 
freq:1378,125 val:65,461 
freq:1550,391 val:17,167 
freq:1722,656 val:6,018 
freq:1894,922 val:19,910 
freq:2067,188 val:19,441 
freq:2239,453 val:1,602 
freq:2411,719 val:8,485 
freq:2583,984 val:40,179 
freq:2756,250 val:34,090 
freq:2928,516 val:5,582 
freq:3100,781 val:4,166 
freq:3273,047 val:5,314 
freq:3445,312 val:1,513 
freq:3617,578 val:0,407 
freq:3789,844 val:4,469 
freq:3962,109 val:9,531 
freq:4134,375 val:4,910 
freq:4306,641 val:0,329 
freq:4478,906 val:3,688 
freq:4651,172 val:6,095 
freq:4823,438 val:1,822 
freq:4995,703 val:2,549 
freq:5167,969 val:12,551 
freq:5340,234 val:14,515 
freq:5512,500 val:3,347 
freq:5684,766 val:0,013 
freq:5857,031 val:3,701 
freq:6029,297 val:1,547 
freq:6201,562 val:0,607 
freq:6373,828 val:4,212 
freq:6546,094 val:11,071 
freq:6718,359 val:6,509 
freq:6890,625 val:0,179 


	Frame 27:
Maxvol: 5189	Time: 1,303
freq:0,000 val:0,634 
freq:172,266 val:18,843 
freq:344,531 val:82,006 
freq:516,797 val:100,000 
freq:689,062 val:44,791 
freq:861,328 val:15,662 
freq:1033,594 val:3,331 
freq:1205,859 val:5,005 
freq:1378,125 val:18,808 
freq:1550,391 val:40,920 
freq:1722,656 val:33,579 
freq:1894,922 val:38,774 
freq:2067,188 val:19,212 
freq:2239,453 val:7,342 
freq:2411,719 val:19,851 
freq:2583,984 val:28,453 
freq:2756,250 val:20,919 
freq:2928,516 val:3,891 
freq:3100,781 val:10,109 
freq:3273,047 val:22,783 
freq:3445,312 val:20,582 
freq:3617,578 val:7,430 
freq:3789,844 val:7,467 
freq:3962,109 val:17,457 
freq:4134,375 val:6,534 
freq:4306,641 val:1,450 
freq:4478,906 val:3,693 
freq:4651,172 val:5,471 
freq:4823,438 val:0,730 
freq:4995,703 val:5,629 
freq:5167,969 val:0,742 
freq:5340,234 val:8,231 
freq:5512,500 val:17,716 
freq:5684,766 val:10,536 
freq:5857,031 val:8,584 
freq:6029,297 val:15,689 
freq:6201,562 val:10,328 
freq:6373,828 val:6,247 
freq:6546,094 val:3,098 
freq:6718,359 val:0,896 
freq:6890,625 val:9,195 


	Frame 28:
Maxvol: 2390	Time: 1,353
freq:0,000 val:1,144 
freq:172,266 val:22,447 
freq:344,531 val:23,576 
freq:516,797 val:3,678 
freq:689,062 val:95,489 
freq:861,328 val:100,000 
freq:1033,594 val:1,677 
freq:1205,859 val:3,035 
freq:1378,125 val:9,389 
freq:1550,391 val:13,199 
freq:1722,656 val:14,301 
freq:1894,922 val:11,949 
freq:2067,188 val:14,697 
freq:2239,453 val:0,059 
freq:2411,719 val:3,134 
freq:2583,984 val:14,578 
freq:2756,250 val:6,844 
freq:2928,516 val:5,315 
freq:3100,781 val:12,896 
freq:3273,047 val:8,492 
freq:3445,312 val:0,197 
freq:3617,578 val:8,601 
freq:3789,844 val:11,109 
freq:3962,109 val:0,057 
freq:4134,375 val:0,734 
freq:4306,641 val:7,738 
freq:4478,906 val:4,181 
freq:4651,172 val:3,181 
freq:4823,438 val:5,690 
freq:4995,703 val:6,996 
freq:5167,969 val:4,849 
freq:5340,234 val:9,091 
freq:5512,500 val:7,374 
freq:5684,766 val:2,170 
freq:5857,031 val:2,718 
freq:6029,297 val:2,740 
freq:6201,562 val:7,385 
freq:6373,828 val:9,221 
freq:6546,094 val:2,513 
freq:6718,359 val:11,639 
freq:6890,625 val:14,757 


	Frame 29:
Maxvol: 5231	Time: 1,403
freq:0,000 val:7,539 
freq:172,266 val:17,084 
freq:344,531 val:2,849 
freq:516,797 val:50,635 
freq:689,062 val:100,000 
freq:861,328 val:98,255 
freq:1033,594 val:54,206 
freq:1205,859 val:4,240 
freq:1378,125 val:21,496 
freq:1550,391 val:4,515 
freq:1722,656 val:23,125 
freq:1894,922 val:20,936 
freq:2067,188 val:23,527 
freq:2239,453 val:1,069 
freq:2411,719 val:0,047 
freq:2583,984 val:22,528 
freq:2756,250 val:7,661 
freq:2928,516 val:17,453 
freq:3100,781 val:42,768 
freq:3273,047 val:40,762 
freq:3445,312 val:10,345 
freq:3617,578 val:11,766 
freq:3789,844 val:5,729 
freq:3962,109 val:3,021 
freq:4134,375 val:1,720 
freq:4306,641 val:9,322 
freq:4478,906 val:8,200 
freq:4651,172 val:38,248 
freq:4823,438 val:40,158 
freq:4995,703 val:0,830 
freq:5167,969 val:0,678 
freq:5340,234 val:7,950 
freq:5512,500 val:7,699 
freq:5684,766 val:3,246 
freq:5857,031 val:16,957 
freq:6029,297 val:12,683 
freq:6201,562 val:0,659 
freq:6373,828 val:2,887 
freq:6546,094 val:0,108 
freq:6718,359 val:1,335 
freq:6890,625 val:9,272 


	Frame 30:
Maxvol: 3710	Time: 1,453
freq:0,000 val:1,742 
freq:172,266 val:30,670 
freq:344,531 val:100,000 
freq:516,797 val:81,733 
freq:689,062 val:38,495 
freq:861,328 val:8,444 
freq:1033,594 val:7,792 
freq:1205,859 val:6,537 
freq:1378,125 val:5,293 
freq:1550,391 val:8,962 
freq:1722,656 val:11,273 
freq:1894,922 val:2,897 
freq:2067,188 val:6,420 
freq:2239,453 val:3,611 
freq:2411,719 val:8,494 
freq:2583,984 val:5,938 
freq:2756,250 val:15,530 
freq:2928,516 val:12,530 
freq:3100,781 val:17,431 
freq:3273,047 val:18,575 
freq:3445,312 val:14,367 
freq:3617,578 val:8,735 
freq:3789,844 val:2,527 
freq:3962,109 val:1,330 
freq:4134,375 val:2,348 
freq:4306,641 val:0,950 
freq:4478,906 val:4,442 
freq:4651,172 val:4,299 
freq:4823,438 val:0,661 
freq:4995,703 val:5,118 
freq:5167,969 val:7,492 
freq:5340,234 val:3,368 
freq:5512,500 val:1,051 
freq:5684,766 val:2,096 
freq:5857,031 val:3,891 
freq:6029,297 val:6,186 
freq:6201,562 val:3,144 
freq:6373,828 val:13,663 
freq:6546,094 val:6,286 
freq:6718,359 val:4,074 
freq:6890,625 val:10,406 


	Frame 31:
Maxvol: 3274	Time: 1,503
freq:0,000 val:0,263 
freq:172,266 val:0,242 
freq:344,531 val:2,402 
freq:516,797 val:20,692 
freq:689,062 val:19,600 
freq:861,328 val:8,669 
freq:1033,594 val:77,070 
freq:1205,859 val:100,000 
freq:1378,125 val:25,496 
freq:1550,391 val:21,885 
freq:1722,656 val:52,531 
freq:1894,922 val:26,889 
freq:2067,188 val:0,960 
freq:2239,453 val:3,002 
freq:2411,719 val:8,421 
freq:2583,984 val:5,652 
freq:2756,250 val:3,376 
freq:2928,516 val:12,585 
freq:3100,781 val:13,141 
freq:3273,047 val:3,643 
freq:3445,312 val:12,975 
freq:3617,578 val:23,870 
freq:3789,844 val:7,500 
freq:3962,109 val:10,162 
freq:4134,375 val:21,633 
freq:4306,641 val:10,830 
freq:4478,906 val:5,585 
freq:4651,172 val:6,316 
freq:4823,438 val:0,216 
freq:4995,703 val:1,737 
freq:5167,969 val:4,233 
freq:5340,234 val:0,969 
freq:5512,500 val:5,338 
freq:5684,766 val:23,837 
freq:5857,031 val:27,617 
freq:6029,297 val:13,474 
freq:6201,562 val:7,220 
freq:6373,828 val:2,096 
freq:6546,094 val:12,398 
freq:6718,359 val:10,764 
freq:6890,625 val:5,168 


	Frame 32:
Maxvol: 5771	Time: 1,553
freq:0,000 val:0,138 
freq:172,266 val:9,730 
freq:344,531 val:0,198 
freq:516,797 val:70,853 
freq:689,062 val:87,427 
freq:861,328 val:17,496 
freq:1033,594 val:48,478 
freq:1205,859 val:100,000 
freq:1378,125 val:29,474 
freq:1550,391 val:26,793 
freq:1722,656 val:80,612 
freq:1894,922 val:47,428 
freq:2067,188 val:16,771 
freq:2239,453 val:17,353 
freq:2411,719 val:0,306 
freq:2583,984 val:13,276 
freq:2756,250 val:6,887 
freq:2928,516 val:41,782 
freq:3100,781 val:25,493 
freq:3273,047 val:5,636 
freq:3445,312 val:4,386 
freq:3617,578 val:14,742 
freq:3789,844 val:1,395 
freq:3962,109 val:14,574 
freq:4134,375 val:29,460 
freq:4306,641 val:9,174 
freq:4478,906 val:5,523 
freq:4651,172 val:3,233 
freq:4823,438 val:3,504 
freq:4995,703 val:4,062 
freq:5167,969 val:4,856 
freq:5340,234 val:9,202 
freq:5512,500 val:7,307 
freq:5684,766 val:30,056 
freq:5857,031 val:67,150 
freq:6029,297 val:45,238 
freq:6201,562 val:4,501 
freq:6373,828 val:7,998 
freq:6546,094 val:21,829 
freq:6718,359 val:3,530 
freq:6890,625 val:6,486 


	Frame 33:
Maxvol: 3933	Time: 1,603
freq:0,000 val:27,192 
freq:172,266 val:20,557 
freq:344,531 val:19,219 
freq:516,797 val:56,636 
freq:689,062 val:97,549 
freq:861,328 val:100,000 
freq:1033,594 val:17,318 
freq:1205,859 val:7,023 
freq:1378,125 val:17,644 
freq:1550,391 val:37,651 
freq:1722,656 val:11,952 
freq:1894,922 val:13,021 
freq:2067,188 val:10,235 
freq:2239,453 val:24,696 
freq:2411,719 val:6,111 
freq:2583,984 val:10,645 
freq:2756,250 val:4,444 
freq:2928,516 val:5,045 
freq:3100,781 val:2,704 
freq:3273,047 val:9,776 
freq:3445,312 val:24,375 
freq:3617,578 val:21,031 
freq:3789,844 val:4,223 
freq:3962,109 val:15,348 
freq:4134,375 val:14,993 
freq:4306,641 val:4,082 
freq:4478,906 val:6,858 
freq:4651,172 val:6,889 
freq:4823,438 val:1,431 
freq:4995,703 val:4,273 
freq:5167,969 val:1,357 
freq:5340,234 val:1,101 
freq:5512,500 val:5,526 
freq:5684,766 val:11,932 
freq:5857,031 val:9,306 
freq:6029,297 val:5,547 
freq:6201,562 val:0,198 
freq:6373,828 val:0,312 
freq:6546,094 val:3,533 
freq:6718,359 val:1,807 
freq:6890,625 val:0,292 


	Frame 34:
Maxvol: 3897	Time: 1,653
freq:0,000 val:81,518 
freq:172,266 val:100,000 
freq:344,531 val:11,702 
freq:516,797 val:36,447 
freq:689,062 val:63,112 
freq:861,328 val:50,759 
freq:1033,594 val:18,741 
freq:1205,859 val:29,092 
freq:1378,125 val:22,891 
freq:1550,391 val:21,208 
freq:1722,656 val:9,895 
freq:1894,922 val:2,024 
freq:2067,188 val:4,913 
freq:2239,453 val:8,999 
freq:2411,719 val:6,308 
freq:2583,984 val:7,308 
freq:2756,250 val:8,886 
freq:2928,516 val:1,921 
freq:3100,781 val:12,799 
freq:3273,047 val:10,059 
freq:3445,312 val:0,821 
freq:3617,578 val:2,064 
freq:3789,844 val:1,655 
freq:3962,109 val:4,133 
freq:4134,375 val:0,044 
freq:4306,641 val:7,964 
freq:4478,906 val:2,346 
freq:4651,172 val:8,285 
freq:4823,438 val:1,324 
freq:4995,703 val:0,288 
freq:5167,969 val:0,890 
freq:5340,234 val:0,800 
freq:5512,500 val:6,184 
freq:5684,766 val:3,718 
freq:5857,031 val:4,084 
freq:6029,297 val:3,279 
freq:6201,562 val:0,439 
freq:6373,828 val:2,195 
freq:6546,094 val:3,100 
freq:6718,359 val:1,233 
freq:6890,625 val:1,999 


	Frame 35:
Maxvol: 3459	Time: 1,703
freq:0,000 val:40,489 
freq:172,266 val:64,783 
freq:344,531 val:100,000 
freq:516,797 val:55,226 
freq:689,062 val:4,835 
freq:861,328 val:25,520 
freq:1033,594 val:22,495 
freq:1205,859 val:33,573 
freq:1378,125 val:12,584 
freq:1550,391 val:8,520 
freq:1722,656 val:8,012 
freq:1894,922 val:11,042 
freq:2067,188 val:28,246 
freq:2239,453 val:28,326 
freq:2411,719 val:25,332 
freq:2583,984 val:5,802 
freq:2756,250 val:7,325 
freq:2928,516 val:8,849 
freq:3100,781 val:0,288 
freq:3273,047 val:9,620 
freq:3445,312 val:4,255 
freq:3617,578 val:4,875 
freq:3789,844 val:2,410 
freq:3962,109 val:0,871 
freq:4134,375 val:3,965 
freq:4306,641 val:10,458 
freq:4478,906 val:5,548 
freq:4651,172 val:1,958 
freq:4823,438 val:6,227 
freq:4995,703 val:5,172 
freq:5167,969 val:2,065 
freq:5340,234 val:1,393 
freq:5512,500 val:4,797 
freq:5684,766 val:1,328 
freq:5857,031 val:6,815 
freq:6029,297 val:7,422 
freq:6201,562 val:10,593 
freq:6373,828 val:1,762 
freq:6546,094 val:2,156 
freq:6718,359 val:6,658 
freq:6890,625 val:0,634 


	Frame 36:
Maxvol: 4320	Time: 1,753
freq:0,000 val:36,934 
freq:172,266 val:49,535 
freq:344,531 val:69,738 
freq:516,797 val:88,143 
freq:689,062 val:83,721 
freq:861,328 val:100,000 
freq:1033,594 val:70,601 
freq:1205,859 val:17,602 
freq:1378,125 val:20,759 
freq:1550,391 val:39,432 
freq:1722,656 val:31,977 
freq:1894,922 val:11,519 
freq:2067,188 val:9,578 
freq:2239,453 val:9,626 
freq:2411,719 val:8,585 
freq:2583,984 val:4,620 
freq:2756,250 val:2,831 
freq:2928,516 val:1,605 
freq:3100,781 val:14,278 
freq:3273,047 val:17,931 
freq:3445,312 val:23,229 
freq:3617,578 val:9,400 
freq:3789,844 val:24,124 
freq:3962,109 val:2,899 
freq:4134,375 val:9,990 
freq:4306,641 val:14,230 
freq:4478,906 val:18,898 
freq:4651,172 val:13,418 
freq:4823,438 val:9,021 
freq:4995,703 val:0,760 
freq:5167,969 val:18,035 
freq:5340,234 val:38,284 
freq:5512,500 val:24,010 
freq:5684,766 val:2,471 
freq:5857,031 val:15,788 
freq:6029,297 val:13,421 
freq:6201,562 val:2,499 
freq:6373,828 val:7,628 
freq:6546,094 val:8,961 
freq:6718,359 val:10,459 
freq:6890,625 val:1,083 


	Frame 37:
Maxvol: 4758	Time: 1,803
freq:0,000 val:0,595 
freq:172,266 val:5,247 
freq:344,531 val:22,689 
freq:516,797 val:51,628 
freq:689,062 val:27,214 
freq:861,328 val:58,730 
freq:1033,594 val:100,000 
freq:1205,859 val:28,877 
freq:1378,125 val:5,661 
freq:1550,391 val:3,785 
freq:1722,656 val:2,875 
freq:1894,922 val:2,708 
freq:2067,188 val:4,684 
freq:2239,453 val:0,254 
freq:2411,719 val:5,257 
freq:2583,984 val:8,844 
freq:2756,250 val:14,807 
freq:2928,516 val:30,563 
freq:3100,781 val:16,851 
freq:3273,047 val:3,045 
freq:3445,312 val:0,916 
freq:3617,578 val:1,430 
freq:3789,844 val:0,688 
freq:3962,109 val:2,298 
freq:4134,375 val:4,642 
freq:4306,641 val:4,562 
freq:4478,906 val:6,243 
freq:4651,172 val:5,459 
freq:4823,438 val:11,624 
freq:4995,703 val:11,753 
freq:5167,969 val:2,169 
freq:5340,234 val:16,469 
freq:5512,500 val:11,387 
freq:5684,766 val:4,273 
freq:5857,031 val:2,825 
freq:6029,297 val:10,883 
freq:6201,562 val:5,018 
freq:6373,828 val:6,809 
freq:6546,094 val:6,539 
freq:6718,359 val:1,055 
freq:6890,625 val:2,414 


	Frame 38:
Maxvol: 2490	Time: 1,853
freq:0,000 val:17,016 
freq:172,266 val:49,647 
freq:344,531 val:7,377 
freq:516,797 val:68,073 
freq:689,062 val:82,931 
freq:861,328 val:73,927 
freq:1033,594 val:4,084 
freq:1205,859 val:16,940 
freq:1378,125 val:52,109 
freq:1550,391 val:57,856 
freq:1722,656 val:8,756 
freq:1894,922 val:77,080 
freq:2067,188 val:100,000 
freq:2239,453 val:28,296 
freq:2411,719 val:28,758 
freq:2583,984 val:23,013 
freq:2756,250 val:4,278 
freq:2928,516 val:11,195 
freq:3100,781 val:10,523 
freq:3273,047 val:4,852 
freq:3445,312 val:16,634 
freq:3617,578 val:11,273 
freq:3789,844 val:3,915 
freq:3962,109 val:3,659 
freq:4134,375 val:3,454 
freq:4306,641 val:8,868 
freq:4478,906 val:2,714 
freq:4651,172 val:14,157 
freq:4823,438 val:18,296 
freq:4995,703 val:8,718 
freq:5167,969 val:11,809 
freq:5340,234 val:9,270 
freq:5512,500 val:11,219 
freq:5684,766 val:6,233 
freq:5857,031 val:27,247 
freq:6029,297 val:16,425 
freq:6201,562 val:3,474 
freq:6373,828 val:16,040 
freq:6546,094 val:23,975 
freq:6718,359 val:1,726 
freq:6890,625 val:33,409 


	Frame 39:
Maxvol: 3473	Time: 1,903
freq:0,000 val:9,515 
freq:172,266 val:38,853 
freq:344,531 val:94,608 
freq:516,797 val:26,012 
freq:689,062 val:100,000 
freq:861,328 val:28,245 
freq:1033,594 val:30,483 
freq:1205,859 val:43,749 
freq:1378,125 val:13,931 
freq:1550,391 val:10,435 
freq:1722,656 val:4,125 
freq:1894,922 val:3,657 
freq:2067,188 val:2,675 
freq:2239,453 val:8,034 
freq:2411,719 val:2,042 
freq:2583,984 val:1,356 
freq:2756,250 val:1,651 
freq:2928,516 val:12,080 
freq:3100,781 val:9,386 
freq:3273,047 val:22,033 
freq:3445,312 val:14,704 
freq:3617,578 val:17,361 
freq:3789,844 val:27,071 
freq:3962,109 val:9,895 
freq:4134,375 val:9,553 
freq:4306,641 val:19,515 
freq:4478,906 val:26,965 
freq:4651,172 val:23,234 
freq:4823,438 val:5,036 
freq:4995,703 val:15,940 
freq:5167,969 val:11,110 
freq:5340,234 val:1,446 
freq:5512,500 val:4,511 
freq:5684,766 val:2,920 
freq:5857,031 val:1,518 
freq:6029,297 val:1,831 
freq:6201,562 val:7,624 
freq:6373,828 val:3,906 
freq:6546,094 val:1,045 
freq:6718,359 val:3,172 
freq:6890,625 val:2,009 


	Frame 40:
Maxvol: 5701	Time: 1,953
freq:0,000 val:86,306 
freq:172,266 val:100,000 
freq:344,531 val:54,393 
freq:516,797 val:84,947 
freq:689,062 val:25,478 
freq:861,328 val:7,255 
freq:1033,594 val:34,158 
freq:1205,859 val:37,633 
freq:1378,125 val:3,504 
freq:1550,391 val:29,449 
freq:1722,656 val:21,145 
freq:1894,922 val:2,216 
freq:2067,188 val:12,749 
freq:2239,453 val:18,845 
freq:2411,719 val:19,029 
freq:2583,984 val:3,921 
freq:2756,250 val:7,706 
freq:2928,516 val:15,003 
freq:3100,781 val:29,122 
freq:3273,047 val:24,859 
freq:3445,312 val:6,052 
freq:3617,578 val:17,095 
freq:3789,844 val:5,719 
freq:3962,109 val:1,881 
freq:4134,375 val:0,862 
freq:4306,641 val:9,408 
freq:4478,906 val:9,865 
freq:4651,172 val:9,017 
freq:4823,438 val:6,566 
freq:4995,703 val:3,476 
freq:5167,969 val:13,093 
freq:5340,234 val:7,001 
freq:5512,500 val:4,041 
freq:5684,766 val:1,551 
freq:5857,031 val:1,566 
freq:6029,297 val:3,291 
freq:6201,562 val:9,838 
freq:6373,828 val:12,853 
freq:6546,094 val:1,538 
freq:6718,359 val:4,322 
freq:6890,625 val:1,256 


	Frame 41:
Maxvol: 5504	Time: 2,003
freq:0,000 val:54,375 
freq:172,266 val:90,157 
freq:344,531 val:100,000 
freq:516,797 val:72,395 
freq:689,062 val:24,846 
freq:861,328 val:1,239 
freq:1033,594 val:4,717 
freq:1205,859 val:15,317 
freq:1378,125 val:10,279 
freq:1550,391 val:6,054 
freq:1722,656 val:8,959 
freq:1894,922 val:8,738 
freq:2067,188 val:3,966 
freq:2239,453 val:6,705 
freq:2411,719 val:3,653 
freq:2583,984 val:14,291 
freq:2756,250 val:14,273 
freq:2928,516 val:6,025 
freq:3100,781 val:3,886 
freq:3273,047 val:1,630 
freq:3445,312 val:4,696 
freq:3617,578 val:5,448 
freq:3789,844 val:4,423 
freq:3962,109 val:1,320 
freq:4134,375 val:0,528 
freq:4306,641 val:1,464 
freq:4478,906 val:0,924 
freq:4651,172 val:1,355 
freq:4823,438 val:1,259 
freq:4995,703 val:1,270 
freq:5167,969 val:2,301 
freq:5340,234 val:3,560 
freq:5512,500 val:4,746 
freq:5684,766 val:0,250 
freq:5857,031 val:0,172 
freq:6029,297 val:2,071 
freq:6201,562 val:1,626 
freq:6373,828 val:1,230 
freq:6546,094 val:0,352 
freq:6718,359 val:4,293 
freq:6890,625 val:1,981 


	Frame 42:
Maxvol: 3298	Time: 2,053
freq:0,000 val:15,777 
freq:172,266 val:63,741 
freq:344,531 val:100,000 
freq:516,797 val:72,291 
freq:689,062 val:37,667 
freq:861,328 val:6,376 
freq:1033,594 val:1,690 
freq:1205,859 val:19,257 
freq:1378,125 val:22,639 
freq:1550,391 val:42,677 
freq:1722,656 val:80,917 
freq:1894,922 val:28,401 
freq:2067,188 val:26,258 
freq:2239,453 val:17,288 
freq:2411,719 val:18,413 
freq:2583,984 val:15,615 
freq:2756,250 val:7,607 
freq:2928,516 val:13,746 
freq:3100,781 val:0,883 
freq:3273,047 val:14,764 
freq:3445,312 val:19,787 
freq:3617,578 val:18,711 
freq:3789,844 val:12,950 
freq:3962,109 val:11,681 
freq:4134,375 val:6,384 
freq:4306,641 val:12,541 
freq:4478,906 val:17,576 
freq:4651,172 val:11,566 
freq:4823,438 val:3,037 
freq:4995,703 val:1,583 
freq:5167,969 val:2,556 
freq:5340,234 val:1,236 
freq:5512,500 val:0,277 
freq:5684,766 val:6,563 
freq:5857,031 val:0,725 
freq:6029,297 val:3,342 
freq:6201,562 val:7,094 
freq:6373,828 val:9,299 
